,Title,URL,Album,InAnAlbum,Lyrics
33,Flintridge,https://genius.com/Kevin-abstract-flintridge-lyrics,American Boyfriend: A Suburban Love Story,True,"""You no ain't got no motherfucking confidence, 
Where your fucking self esteem at, bruh?
You can't be no celebrity, 
You can't be no 
A walk into the room with his head high, 
Where your motherfucking confidence at, n?
You used to say you ain't fuck with gay people, nigga
You done changed up
You can't be no st
You a lia—"""
37,Friendship,https://genius.com/Kevin-abstract-friendship-lyrics,American Boyfriend: A Suburban Love Story,True,"This crooked smile
Brought me to your house
I could always be who I wanna
Whenever I hang out with you
That's why I appreciate our friendship
And all the little things that you do
...Awww what the hell?"
38,Georgia,https://genius.com/Kevin-abstract-georgia-lyrics,ARIZONA BABY,True,"I got Georgia on my mind, ain't nobody left behind
It's just me, my team, my weed, my baby's Audi parked outside
Call my mom and let her know that everything is alright
I got Georgia on my mind, ain't nobody left behind
It's just me, my team, my weed, my baby's Audi parked outside
Call my mom and let her know that everything is alright
Houston, Texas, my teachers had weapons
I'd get my ass whipped, I learned my lesson
I often question, I often wonder
If I told this class I liked the nigga that sit in the back
How bad would it make me suffer? Agh
Smoke and fuck, we high as hell
We gon' love each other, we let the night derail
Only time will tell, I'm under your spell
I lay on your chest, you wonder what's next
I love when you breathe, it make me reflect
I got Georgia on my mind, ain't nobody left behind
It's just me, my team, my weed, my baby's Audi parked outside
Call my mom and let her know that everything is alright
I got Georgia on my mind, ain't nobody left behind
It's just me, my team, my weed, my baby's Audi parked outside
Call my mom and let her know that everything is alright
All of us in Jon's car
Packed the trunk with merch, I was tryna be a star
Same time I was cool with Uzi, dawg, my life felt like a movie
I left my troubled home, Hollywood, what the fuck am I doing?
I finally found peace, I suck when I get it
I see worth in myself, I won't run away again
I'm prayin' for my friends, they prayin' this won't end
But I know it does, just like all things
In the end, it's just me and my mood swings
And the one-nine-nine 
Is comin', is comin'
And that one-nine-nine, boy 
One-nine-nine is comin', is comin'
I got Georgia on my mind, ain't nobody left behind
It's just me, my team, my weed, my baby's Audi parked outside
Call my mom and let her know that everything is alright
I got Georgia on my mind, ain't nobody left behind
It's just me, my team, my weed, my baby's Audi parked outside
Call my mom and let her know that everything is alright
I got Georgia on my mind, ain't nobody left behind
It's just me, my team, my weed, my baby's Audi parked outside
Call my mom and let her know that everything is alright
My troubled home, Hollywood, what the fuck am I doing?
Yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah
My troubled home, Hollywood, what the fuck am I doing?
Yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah"
46,I Do (End Credits),https://genius.com/Kevin-abstract-i-do-end-credits-lyrics,American Boyfriend: A Suburban Love Story,True,"Who the fuck is you talking shit about my husband?
Y'all niggas don't want it, been hustling since I was youngin'
Let the money pile in, baby boy gon' get his dollars right
If he don't, I'ma rob every single mothafuckin' white person
In this dumb ass boring suburb
What the fuck make you think, what the fuck make you think
Your son deserves that shit more than he do 
You don't know the shit my niggas been through
And if I 
And if I try to tell you would you even
I feel like nobody listening to me 
I'm sitting at the bottom of this bleacher writing shit down
But nobody even listening to me
(That shit, that ain't cool
Don't try that shit 'round me, that ain't cool nigga
What the fuck make you think) 
Bitch, that's word from my... so we all say
Fuck you, and that's word from a bitch like me
And fuck you, that's word from a nigga like me
Mothafuckin' fuck you
And that's word from a bitch like me
That's mothafuckin word mothafucka
And mothafucka fuck you 
That's word from a nigga like me
Westside in this mothafucka bitch 
I feel good motha-
Why aintchu calling
Take a step back and force me to be who you want me to be
Why aintchu calling
Take a, take a step back
And make me and force me, make me breathe how you want
Why aintchu calling
Take a step back and force me to be who you want me to be
The righteous calling
Take a step back and make me breathe how you want me to
Everyday my birthday bitch
(This exactly who I'm supposed to be
Ain't no sorry from me nigga)
What ain'tchu calling
(This exactly who I'm supposed to be
And I ain't sorry 'bout shit mothafucka)
And westside, yell that shit as we walk out this mothafucka
I like doing what I like doing nigga
Say that shit with pride and all
You can't take shit away from me"
51,Joyride,https://genius.com/Kevin-abstract-joyride-lyrics,ARIZONA BABY,True,"Ooh, ooh-ooh
Ooh, ooh-ooh
Used to wait to get callbacks
Now I don't know how the fuck to act
Los Angeles done fucked me up
I've seen sunshine, I've seen money cups
Gotta be a way to get the money up
Gotta find me a new chain get it frozen up
They go hun' on you, hun' on you, hun' on you
They go hun' on you, hun' on with a hundred bucks
Back in '09, was a mall rat
Glock to my head, baby, holla back
Is there any way I can get college back?
'Cause I know I missed out on what I lack
What you adamant for some peace for?
Move away from my people
My good friends, oh, evil
Breakups and then feel evil
I don't think I would ever wanna fuck in the sun
I know there's nothin' that you could do to try to get me to the sun
I don't think I would ever wanna fuck in the sun
I know there's nothin' that you could do to try to get me to the sun
How do you cope without a rope?
Me and my boyfriend, we lookin' for hope
See me, I'm cussin' and bustin' the soles
Actin' like niggas don't know who I was
This for my boys, this for my folks
I told my mama I'm good on my own
She told me get the cash, kick it and go 
Then we got dope, then we gon' smoke
In this trip 'til I choke
He need a nigga that he can just hold
All of these demons that lent me the dough
I seen the Lord, I seen you grow
I seen before you seen the glow
What do you want me the fuck to get?
I don't get up with you
I was just stuck with you
Find your way through the garden, then
Let the old guard down with an argument
Hands on the roof, they arrested him
No sleep 'til Brooklyn, deportin' men
Find your way through the garden, then
Let the old guard down with an argument
Hands on the roof, they arrested him
No sleep 'til Brooklyn, deportin' men
I don't think I would ever wanna fuck in the sun
I know there's nothin' that you could do to try to get me to the sun
I don't think I would ever wanna fuck in the sun
I know there's nothin' that you could do to try to get me to the sun
Why won't you? Why won't you?
Why won't you? Why, why won't you? 
Why won't you? Why won't you?
Why won't you let me run away? 
Why won't you? Why won't you?
Why won't you? Why, why won't you? 
Why won't you? Why won't you?
Why won't you let me run away? 
Maybe I'm too patient, you're so crazy, boy
Spent the weekends on a island 'cause they made us, boy
If I try to tell you why you're so special to me, boy
I'll be here 'til the sun comes up, that's why I'm hangin', boy
I don't think I would ever wanna fuck in the sun
I know there's nothin' that you could do to try to get me to the sun
I don't think I would ever wanna fuck in the sun
I know there's nothin' that you could do to try to get me to the sun"
53,June 29th,https://genius.com/Kevin-abstract-june-29th-lyrics,American Boyfriend: A Suburban Love Story,True,"I just wanna fly
Runaway tonight
It's been on my mind, I just wanna sign
When will it go right
What's next in my sight
I just wanna fly
I just wanna fly"
57,Kin,https://genius.com/Kevin-abstract-kin-lyrics,American Boyfriend: A Suburban Love Story,True,"So cry when you hold me, I'm outside
Take a piece of the motion to roll with
It's alright
So ay, ay, it's okay
So ay, ay, ay, hey, it's all okay
Okay
I wann–"
62,Miserable America,https://genius.com/Kevin-abstract-miserable-america-lyrics,American Boyfriend: A Suburban Love Story,True,"My boyfriend saved me, my mother's homophobic
I'm stuck in the closet, I'm so claustrophobic
I just want help if, my best friend's racist
My mother's homophobic, I'm stuck in the closet
I'm so claustrophobic, I just wanna know shit
Well, we all love Young Thug
Miserable America, assassinate my character
Miserable America, assassinate my character
I don't care, I don't care
I don't care, I don't
I don't care, I don't care, no, no
My boyfriend hates me, won't let me meet his parents
Says my skin might scare 'em, not afraid of my appearance
Feel like jumping off the building
Feel like saying ""fuck your parents""
Son don't feel 'em and I know they never will
They love gays but they hate niggas
What else are we to do rather than talk and paint a picture
I told that nigga before I even tried to tell myself
I wish you thought of me the way you thought about yourself
Hella help, wish 'em well
I don't care no more, I don't care no more, I don't, I don't
I don't care no more, I don't care no more, I don't, I don't
I don't care no more, I don't care no more, I don't, I don't
I don't care no more, I don't care no more, I don't, I don't
These days just don't make sense without you
These days just don't make sense without you
I don't care no more, I don't care no more, I don't, I don't
I don't care no more, I don't care no more, I don't, I don't
I don't care no more, I don't care no more, I don't, I don't
I don't care no more, I don't care no more, I don't, I don't
Miserable America, assassinate my character
Miserable America, assassinate my character
Miserable America, assassinate my character"
64,Mississippi,https://genius.com/Kevin-abstract-mississippi-lyrics,ARIZONA BABY,True,"You gon' find out that I'm not myself
In this winehouse, all my dawgs need some help
What I'm cryin' 'bout when I'm all by myself
Long nights at the Mission Inn, long nights at the Mission Inn
You gon' find out that I'm not myself
In this winehouse, all my dawgs need some help
What I'm cryin' 'bout when I'm all by myself
Long nights at the Mission Inn, long nights at the Mission Inn
Don't get me, uh, don't get me, uh
Don't get me twisted with your Mississippi love
Don't get me, uh, don't get me, uh
Don't get me twisted now, boy, get me twisted now
Don't get me, uh, don't get me, uh
Don't get me twisted with your Mississippi love
Don't get me, uh, don't get me, uh
Don't get me twisted now, boy, get me twisted now boy, boy
In the street in some Texas heat, and that's down the road from my cousin, now
Dance some more, close to Mexico and I tell my boys that I love them, uh
My feelings go when your feelings show
That's the stuff that always come and bless you now
Now you're pushin' my lovin', now you're pushin' my love
Tell me what you gotta do to try to keep it 
Tell me what I gotta do to try to keep it 
Tell me all the ones you know that held you down since '95
Do you wanna be my boyfriend, my Mississippi sunshine?
Big wedding, this brother basketball so late in the park with them
My feelings don't mean nothing whenever we arguin'
I'm drunk in the backseat, tryna figure out how I can get out this bitch
Do you wanna be my boyfriend, my Mississippi sunshine?
Don't get me, uh, don't get me, uh
Don't get me twisted with your Mississippi love
Don't get me, uh, don't get me, uh
Don't get me twisted now, boy, get me twisted now
Don't get me, uh, don't get me, uh
Don't get me twisted with your Mississippi love
Don't get me, uh, don't get me, uh
Don't get me twisted now, boy, get me twisted now boy, boy
Mississippi, Mississippi love
And I play it so much, I build, nigga
Mississippi, Mississippi love
And I play it so, I play it so"
70,Papercut,https://genius.com/Kevin-abstract-papercut-lyrics,American Boyfriend: A Suburban Love Story,True,"And just no break
A broken heart led me to you; she said ""I'm seeing through you""
And this before I knew you, way before I knew you
Back when darkness was all I had to hold
I smoke a bag of weed, all on my fucking own
And all them baddies all my favorite rappers rapped about
Never made sense when them words played in my fucking house
Now I'm on the highway, nearly passing out
With my feet hanging out the sunroof, my hands holding your hands
Driving past the sunset, I know I wanna marry you
It's kinda unbearable and that's pretty overwhelming
The feeling is brand new, eh, the feeling is brand new
But I still feel 17, it's like I just made MTV
It's like I just facetimed you for the first time last week
And that feeling will never leave
Different than all the highs, my life hit a new high
The harshest of all times, can't tell my family I'm bi
Can't tell my mother I'm gay
The hardest part of my day is wishing I was fucking straight
Life could be so fucking easy, man
I take everything for what it is and I never try to change it
I take everything for what it is and never try to change
I take everything for what it is and never try to change it, damn
And just no breakin' my heart
And just no breakin' my heart
Ooh, keep breakin'
Ooh, keep breakin', yeah
Ooh, keep breakin'
Ooh, break my heart
A bad man, bad man, a bad boy
Been a bad man, a bad man 
Been a bad boy, a bad boy 
Been a bad man, a bad man 
A bad boy, a bad boy 
Been a bad man, a bad man
A bad boy, a bad boy
I take everything for what it is and I never try to change it
I take everything for what it is and never try to change
I take everything for what it is and never try to change it"
71,Peach,https://genius.com/Kevin-abstract-peach-lyrics,ARIZONA BABY,True,"Ayy, she met me, let me fuck in the shower
I wrote my number in the mist on the mirror
I'm not the type to tell my homies about ya
You're not the type to hold me down through the year
I'll be your baby doll and your bodyguard if you tell me to
I'll try to make it all not as hard if you let me through
I ain't sign up for no bullshit
I told my baby that I'm bulletproof
Hands made me take two sips
All things I couldn't do
The cops come, then we dip, baby
Back when we was just friends, baby
Shit, man, you was just a baby
And I turned on you like Mother Nature
Try to think about the blueprint
All the shit that you told me not to do
Was breaking it worth it in the end
If I'm just a vision you come to?
It's all peaches and cream
If you left your love I'll be right
I'll be your baby doll and your bodyguard if you tell me to
I'll try to make it all not as hard if you let me through
I ain't tryna get the roof bent
Back then when I would ride with you
Short trips doing backflips
Mesmerized me, led me to the truth
Atlanta, we was kids, baby
Special moments with my friends, baby
Sippin' on some fuckin' gin, baby
And you wonder why we ain't win, baby
This year I ain't takin' no pics
I'm tryna get with the motion
I'm tryna get a promotion
Window shoppin' 'til they closin'
It's all peaches and cream
If you left your love I'll be right
I'll be your baby doll and your bodyguard if you tell me to
I'll try to make it all not as hard if you let me through
It's all peaches and cream
It's all peaches and cream
If you left your love I'll be right
It's all peaches and cream
If you left your love I'll be right
It's all peaches and cream
If you left your love I'll be right
If you left your love I'll be right"
77,Runner,https://genius.com/Kevin-abstract-runner-lyrics,American Boyfriend: A Suburban Love Story,True,"Cross my heart, let me be
Tripped in the dark, you found me
And boy I'll be back when you're lonely if you want me to
My parents don't know what's gotten into me since I've met you
And hold, hold
Hold, hold
When you wanna let go, when you wanna let go
When you wanna move on, move on, ooh
Why you gotta let go? Why you gotta let go?
Why you gotta move on? Move on, ooh
When you let
When you wanna let go, when you wanna let go
When you wanna move on, move on, ooh"
84,Seventeen,https://genius.com/Kevin-abstract-seventeen-lyrics,American Boyfriend: A Suburban Love Story,True,"He was everything I dreamed of
Used to ride around in his two seater
Being friends didn't make it much easier
Friday night lights, stay away from the bleachers
Showed me obscure bands he was into
His mom in the dining room, we're in his bedroom
His girl too, had to pretend like I ain't mind that bitch
Just so I could see his face
He introduced me to all his friends
I thought they were cooler than anyone I'd ever met before
Dressed well and we made a band
Honey moons and smoke breaks in a mini van
We'd drive through our trouble bubble
Screaming at mansions
Football pads become a memory
Football pads become a memory
A bad memory
You changed me for the better
You changed me for the better
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again
Known you for some time but it feels brand new
Try and go forget but we did that too
And I won't ever let you go
Ay, dog, got some problems we could runaway from
Search for a tree that you could hang on, stay down
Watch myself, watch myself watching you, you
You changed me for the better
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again
Do it all, do it all again"
96,Suburbian Born,https://genius.com/Kevin-abstract-suburbian-born-lyrics,American Boyfriend: A Suburban Love Story,True,"Head, Bob
As you should, as you should
Suburbia born
Wake up every mornin', day dreamin' 'bout a foreign
He was born into some fortune, more American than Gordon
His views kinda different from my outlook, that's why he's gorgeous
Your parents hate me though
Think I like that shit, yeah, I like the thrill of it, yeah
I'm so imperfect, it's wack, I'm so aware of the fact
That I'll never in this lifetime get the chance to be with you
A perfect soul
A perfect hand to hold
Imperfect lonely roads
Pass the controller
Let the TV roam, yuh
While my hands is on ya
Football pads is on ya
You let me take 'em off ya
Just to get closer to you"
98,Tattoo,https://genius.com/Kevin-abstract-tattoo-lyrics,American Boyfriend: A Suburban Love Story,True,"Wish I could quit you
Got your name across my chest
Still sleeping with the window open
Why can't I get you out of my head, my head
You say these things just happen, why must we let them happen?
I quit my job the other day, even though I'm in need of the money
They say I threw my life away, no shit, I threw my life away
I quit my job the other day, even though I'm in need of the money
They say I threw my life away, no shit, I threw my life away
Away
Dad tried to tell me that I'm not functional
I got a bunch of homies, but not a bunch of homes
Said come back home to an empty home
I got a different home, my home is...
My dad tried to tell me that I'm not functional
I got a bunch of homies, but not a bunch of homes
Said come back home to an empty home
I gotta different home, my home is fake
Ooh, ahh, ooh
Away
Told a lie and I'm sorry
Let me make it up at the football game
Pick you up in the morning
Let me make it up at the football game
Who was I when I was lonely
Let me make it up at the football game
I told a lie and I'm sorry, ooh
Told a lie and I'm sorry
Let me make it up at the football game
Pick you up in the morning
Let me make it up at the football game
Who was I when I was lonely?
Let me make it up at the football game
Let's make out at the bleachers
Say it's ok when it's not
Say it's ok when it's not
Say it's ok when it's not
Say it's ok when it's not, not, duh
Say it's ok when it's not
Say it's ok when it's not, not, duh
You're all I got
Say it's ok when it's not"
